Action,Position,Hand,Pot,P1-Action,P1-Bet,P2-Action,P2-Bet,P3-Action,P3-Bet,P4-Action,P4-Bet,P5-Action,P5-Bet
f,4,5281,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,4445,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,3785,437.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,287.0
f,1,5633,437.0,f,0.0,f,0.0,f,0.0,f,0.0,r,287.0
f,2,1145,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,89,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,4049,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
f,5,4093,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
f,0,5149,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
c,1,3653,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
f,2,5545,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,3741,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6777,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,6777,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
c,0,2465,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
c,1,6469,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,7129,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,441,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6029,360.0,sb,50.0,bb,100.0,f,0.0,r,210.0,hold,0.0
f,5,4401,360.0,sb,50.0,bb,100.0,f,0.0,r,210.0,f,0.0
f,0,6953,360.0,bb,100.0,f,0.0,r,210.0,f,0.0,f,0.0
c,1,1057,360.0,f,0.0,f,0.0,r,210.0,f,0.0,f,0.0
f,2,3697,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,2553,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,4841,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,4753,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,6645,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
f,1,7305,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
f,2,5545,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,2641,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5193,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,1937,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
r,0,1321,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
f,1,3345,1325.0,r,725.0,f,0.0,f,0.0,f,0.0,r,225.0
f,2,6909,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5985,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
f,5,7393,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
f,0,5281,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
c,1,2817,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
f,2,4005,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,2069,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6337,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
f,5,1321,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
f,0,6997,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
c,1,3741,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
f,2,5017,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6997,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,2905,360.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,210.0
f,0,4313,360.0,bb,100.0,f,0.0,f,0.0,r,210.0,f,0.0
r,1,4797,360.0,f,0.0,f,0.0,f,0.0,r,210.0,f,0.0
f,2,4533,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,3829,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5897,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,6909,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,7129,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
r,2,529,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5809,360.0,sb,50.0,bb,100.0,r,210.0,hold,0.0,hold,0.0
f,4,5765,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
f,5,5633,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,f,0.0
f,0,5809,360.0,bb,100.0,r,210.0,f,0.0,f,0.0,f,0.0
c,1,1145,360.0,f,0.0,r,210.0,f,0.0,f,0.0,f,0.0
f,2,4929,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6029,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6205,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,617,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,4929,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
c,1,4885,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
f,2,2025,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5457,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,4357,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,2905,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,5369,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
c,1,4225,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
r,2,1541,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,7261,375.0,sb,50.0,bb,100.0,r,225.0,hold,0.0,hold,0.0
f,4,6513,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
f,5,5897,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,f,0.0
f,0,6601,375.0,bb,100.0,r,225.0,f,0.0,f,0.0,f,0.0
f,1,4445,375.0,f,0.0,r,225.0,f,0.0,f,0.0,f,0.0
f,2,3169,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,3521,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5633,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
c,0,1673,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
c,1,2025,650.0,c,0.0,f,0.0,f,0.0,f,0.0,r,250.0
f,2,4709,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6381,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7349,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,3521,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,6953,372.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,222.0
c,1,2641,372.0,f,0.0,f,0.0,f,0.0,f,0.0,r,222.0
r,2,133,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,7173,360.0,sb,50.0,bb,100.0,r,210.0,hold,0.0,hold,0.0
f,4,6821,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
f,5,2597,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,f,0.0
f,0,6425,360.0,bb,100.0,r,210.0,f,0.0,f,0.0,f,0.0
c,1,2993,360.0,f,0.0,r,210.0,f,0.0,f,0.0,f,0.0
f,2,4885,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5941,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,7041,375.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,225.0
f,0,1321,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
f,1,7305,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
f,2,6733,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6293,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5853,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,7349,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
c,0,5281,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
r,1,6909,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,2025,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6997,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5765,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,7041,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
r,0,1761,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
r,1,1189,350.0,r,200.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,5061,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,1981,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7129,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
f,5,5457,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
f,0,4533,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
f,1,3169,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
r,2,2245,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,2641,375.0,sb,50.0,bb,100.0,r,225.0,hold,0.0,hold,0.0
f,4,3961,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
f,5,5281,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,f,0.0
f,0,6469,375.0,bb,100.0,r,225.0,f,0.0,f,0.0,f,0.0
c,1,5853,375.0,f,0.0,r,225.0,f,0.0,f,0.0,f,0.0
f,2,1849,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,2113,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,1805,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
f,5,5545,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
f,0,3609,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
f,1,5413,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
f,2,6997,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6601,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6205,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,1013,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,5941,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
c,1,3609,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
f,2,6821,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,4401,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,2817,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,5149,375.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,225.0
f,0,5457,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
f,1,6381,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
f,2,5369,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,7305,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7129,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,5765,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,6557,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,7173,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5765,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5457,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,4313,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,2861,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
f,1,6997,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
f,2,4885,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,221,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5369,360.0,sb,50.0,bb,100.0,f,0.0,r,210.0,hold,0.0
f,5,4841,360.0,sb,50.0,bb,100.0,f,0.0,r,210.0,f,0.0
f,0,2377,360.0,bb,100.0,f,0.0,r,210.0,f,0.0,f,0.0
c,1,3697,360.0,f,0.0,f,0.0,r,210.0,f,0.0,f,0.0
f,2,5281,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5105,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6513,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,5721,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,5941,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,5677,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,529,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,837,350.0,sb,50.0,bb,100.0,f,0.0,r,200.0,hold,0.0
f,5,3653,950.0,sb,50.0,bb,100.0,f,0.0,r,200.0,r,400.0
f,0,6073,950.0,bb,100.0,f,0.0,r,200.0,r,400.0,f,0.0
f,1,7129,950.0,f,0.0,f,0.0,r,200.0,r,400.0,f,0.0
f,2,4445,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5413,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,6557,375.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,225.0
f,0,5457,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
c,1,1277,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
f,2,2509,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,3345,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
c,5,1893,375.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,225.0
f,0,1849,600.0,bb,100.0,f,0.0,f,0.0,r,225.0,c,0.0
c,1,3301,600.0,f,0.0,f,0.0,f,0.0,r,225.0,c,0.0
f,2,6909,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,4357,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7393,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,7217,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,6557,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
r,2,925,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5721,375.0,sb,50.0,bb,100.0,r,225.0,hold,0.0,hold,0.0
r,4,397,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
f,5,617,1075.0,sb,50.0,bb,100.0,r,225.0,f,0.0,r,475.0
f,0,1453,1075.0,bb,100.0,r,225.0,f,0.0,r,475.0,f,0.0
f,1,1585,1075.0,f,0.0,r,225.0,f,0.0,r,475.0,f,0.0
f,2,3741,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,353,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
c,4,353,360.0,sb,50.0,bb,100.0,f,0.0,r,210.0,hold,0.0
f,5,5545,570.0,sb,50.0,bb,100.0,f,0.0,r,210.0,c,0.0
f,0,6381,570.0,bb,100.0,f,0.0,r,210.0,c,0.0,f,0.0
c,1,5853,570.0,f,0.0,f,0.0,r,210.0,c,0.0,f,0.0
r,2,529,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,4709,360.0,sb,50.0,bb,100.0,r,210.0,hold,0.0,hold,0.0
f,4,4401,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
f,5,4137,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,f,0.0
f,0,6557,360.0,bb,100.0,r,210.0,f,0.0,f,0.0,f,0.0
c,1,3697,360.0,f,0.0,r,210.0,f,0.0,f,0.0,f,0.0
r,2,1629,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5413,350.0,sb,50.0,bb,100.0,r,200.0,hold,0.0,hold,0.0
f,4,6425,350.0,sb,50.0,bb,100.0,r,200.0,f,0.0,hold,0.0
f,5,4973,350.0,sb,50.0,bb,100.0,r,200.0,f,0.0,f,0.0
f,0,6733,350.0,bb,100.0,r,200.0,f,0.0,f,0.0,f,0.0
f,1,6645,350.0,f,0.0,r,200.0,f,0.0,f,0.0,f,0.0
f,2,5105,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,2509,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7217,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,5941,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
r,0,2905,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
f,1,6381,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,7305,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,2113,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,4973,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,3389,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
r,0,441,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
f,1,3213,1550.0,r,900.0,f,0.0,f,0.0,f,0.0,r,250.0
f,2,5941,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,485,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,3213,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
r,5,441,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
f,0,2993,1200.0,bb,100.0,f,0.0,r,225.0,f,0.0,r,600.0
f,1,5369,1200.0,f,0.0,f,0.0,r,225.0,f,0.0,r,600.0
f,2,7217,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,4753,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7085,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,6381,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
c,0,2421,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
c,1,6557,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
r,2,221,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,4445,360.0,sb,50.0,bb,100.0,r,210.0,hold,0.0,hold,0.0
f,4,4269,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
f,5,4005,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,f,0.0
f,0,4401,360.0,bb,100.0,r,210.0,f,0.0,f,0.0,f,0.0
f,1,6557,360.0,f,0.0,r,210.0,f,0.0,f,0.0,f,0.0
f,2,3521,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,1233,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,4841,350.0,sb,50.0,bb,100.0,f,0.0,r,200.0,hold,0.0
f,5,6073,350.0,sb,50.0,bb,100.0,f,0.0,r,200.0,f,0.0
f,0,6469,350.0,bb,100.0,f,0.0,r,200.0,f,0.0,f,0.0
c,1,6029,350.0,f,0.0,f,0.0,r,200.0,f,0.0,f,0.0
r,2,1673,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,749,350.0,sb,50.0,bb,100.0,r,200.0,hold,0.0,hold,0.0
f,4,1937,950.0,sb,50.0,bb,100.0,r,200.0,r,400.0,hold,0.0
r,5,89,950.0,sb,50.0,bb,100.0,r,200.0,r,400.0,f,0.0
f,0,6909,2325.0,bb,100.0,r,200.0,r,400.0,f,0.0,r,775.0
f,1,2025,2325.0,f,0.0,r,200.0,r,400.0,f,0.0,r,775.0
f,2,6425,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6777,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7041,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,4885,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,5721,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
r,1,705,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
f,2,4841,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6777,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,3697,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,4973,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
r,0,4137,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
f,1,6821,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
f,2,6029,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6777,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,5633,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
f,5,6249,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
r,0,617,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
c,1,1145,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
r,2,353,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,4137,360.0,sb,50.0,bb,100.0,r,210.0,hold,0.0,hold,0.0
f,4,6029,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
f,5,3609,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,f,0.0
f,0,2861,360.0,bb,100.0,r,210.0,f,0.0,f,0.0,f,0.0
f,1,6029,360.0,f,0.0,r,210.0,f,0.0,f,0.0,f,0.0
f,2,4445,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
r,3,1321,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
r,4,1717,350.0,sb,50.0,bb,100.0,f,0.0,r,200.0,hold,0.0
f,5,7129,950.0,sb,50.0,bb,100.0,f,0.0,r,200.0,r,400.0
f,0,1717,950.0,bb,100.0,f,0.0,r,200.0,r,400.0,f,0.0
f,1,6601,950.0,f,0.0,f,0.0,r,200.0,r,400.0,f,0.0
f,2,1761,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,3609,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6381,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,3609,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,1585,437.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,287.0
c,1,1805,437.0,f,0.0,f,0.0,f,0.0,f,0.0,r,287.0
f,2,3609,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5501,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,6425,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,133,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,4445,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
r,1,749,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
r,2,1541,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6645,375.0,sb,50.0,bb,100.0,r,225.0,hold,0.0,hold,0.0
f,4,3917,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
f,5,5985,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,f,0.0
f,0,7041,375.0,bb,100.0,r,225.0,f,0.0,f,0.0,f,0.0
c,1,5017,375.0,f,0.0,r,225.0,f,0.0,f,0.0,f,0.0
f,2,4709,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6469,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,3477,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,1057,372.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,222.0
r,1,397,372.0,f,0.0,f,0.0,f,0.0,f,0.0,r,222.0
f,2,2949,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,5765,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
f,4,7349,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
r,5,4753,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
f,0,3609,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
f,1,6029,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
f,2,5457,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
f,3,6337,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
