Raise,Position,Hand,Pot,P1-Action,P1-Bet,P2-Action,P2-Bet,P3-Action,P3-Bet,P4-Action,P4-Bet,P5-Action,P5-Bet
250.0,5,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,5,4445,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
850.0,0,1145,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
200.0,2,133,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
800.0,0,661,350.0,bb,100.0,r,200.0,f,0.0,f,0.0,f,0.0
225.0,3,89,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
287.0,5,3785,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,2641,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
575.0,5,1,375.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,225.0
200.0,4,397,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
300.0,1,3037,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
300.0,0,4709,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
210.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
222.0,5,3213,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,4,969,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,1849,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
725.0,0,1189,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
287.0,5,133,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,4,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
625.0,5,1013,350.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,200.0
200.0,3,1189,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,2201,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
1075.0,1,617,600.0,c,0.0,f,0.0,r,225.0,f,0.0,f,0.0
222.0,5,4313,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
728.0,0,265,372.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,222.0
200.0,4,881,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,1541,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,177,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,1717,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
1000.0,1,2421,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
250.0,5,3125,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,1981,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,2,397,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,5,1761,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
287.0,5,3345,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,1981,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
475.0,3,265,375.0,sb,50.0,bb,100.0,r,225.0,hold,0.0,hold,0.0
825.0,4,1,1075.0,sb,50.0,bb,100.0,r,225.0,r,475.0,hold,0.0
250.0,5,309,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
950.0,1,1321,400.0,f,0.0,f,0.0,f,0.0,r,250.0,f,0.0
200.0,2,441,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
500.0,5,1629,350.0,sb,50.0,bb,100.0,r,200.0,f,0.0,f,0.0
225.0,2,2157,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,2421,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
210.0,2,221,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
490.0,4,1013,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
250.0,4,1585,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,45,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,485,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,661,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
222.0,5,573,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
728.0,0,837,372.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,222.0
200.0,0,3125,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,2817,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
925.0,1,441,375.0,f,0.0,r,225.0,f,0.0,f,0.0,f,0.0
350.0,1,6029,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,0,3169,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,4,1057,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,3,441,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,3,1145,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
287.0,5,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
275.0,1,5765,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,5,4445,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
750.0,0,749,350.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,200.0
225.0,5,4533,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,837,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
287.0,5,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
963.0,0,1805,437.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,287.0
225.0,2,265,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,3,1805,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
400.0,1,2113,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
222.0,5,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
728.0,0,353,372.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,222.0
225.0,3,661,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,2,1233,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
475.0,5,2289,375.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,225.0
300.0,0,3609,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
210.0,3,529,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,5,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,2289,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
210.0,4,1,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,5,4401,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,5,617,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
725.0,0,837,350.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,200.0
250.0,4,1,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
527.0,5,705,400.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,250.0
200.0,3,2069,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
525.0,4,1717,350.0,sb,50.0,bb,100.0,f,0.0,r,200.0,hold,0.0
225.0,3,353,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,2069,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,4,705,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,2,1013,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
210.0,4,265,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
890.0,0,1277,360.0,bb,100.0,f,0.0,f,0.0,r,210.0,f,0.0
222.0,5,221,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,3,705,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
850.0,1,793,350.0,f,0.0,f,0.0,r,200.0,f,0.0,f,0.0
250.0,5,2245,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
800.0,0,1717,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
225.0,3,1233,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
475.0,4,89,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
222.0,5,4709,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,441,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
525.0,4,1189,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
250.0,4,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,2,1321,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,1,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,4,2157,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,3,793,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,4,969,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
1000.0,0,749,550.0,bb,100.0,f,0.0,f,0.0,r,200.0,c,0.0
225.0,4,1057,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
300.0,0,793,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
210.0,2,705,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,3,1497,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,1981,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
300.0,0,441,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
750.0,1,5193,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,0,705,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
625.0,1,969,400.0,r,250.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,3,1497,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,5,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,4,221,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
750.0,0,2289,350.0,bb,100.0,f,0.0,f,0.0,r,200.0,f,0.0
250.0,5,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,1365,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
210.0,3,1,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
210.0,2,1981,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,837,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,485,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
125.0,1,309,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
210.0,3,485,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,4,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
625.0,5,969,350.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,200.0
200.0,3,2333,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,2,749,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,2,1057,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
222.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,0,3521,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,5,1365,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,3,1805,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,0,573,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
210.0,4,1673,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
222.0,5,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
210.0,2,617,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,3,45,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,5,3037,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
800.0,0,573,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
225.0,3,705,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
210.0,3,2157,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,4,1,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,2,1013,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
287.0,5,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
222.0,5,4313,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,1761,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,3,309,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,3,1893,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
725.0,0,2729,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
225.0,3,353,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,45,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
575.0,5,1189,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,f,0.0
1709.0,1,441,1175.0,f,0.0,r,225.0,f,0.0,f,0.0,r,575.0
250.0,5,1,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
287.0,5,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
350.0,1,441,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,5,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
300.0,0,3917,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
210.0,3,837,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,3,573,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,0,1145,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,3,1497,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,881,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
1050.0,1,133,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
200.0,4,1717,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
350.0,1,2905,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,4,133,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,485,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,2,45,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
800.0,0,881,400.0,bb,100.0,r,250.0,f,0.0,f,0.0,f,0.0
225.0,3,2905,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
475.0,4,265,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
225.0,4,1409,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,4,1937,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,3,837,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
412.0,5,1805,350.0,sb,50.0,bb,100.0,f,0.0,r,200.0,f,0.0
1113.0,0,45,962.0,bb,100.0,f,0.0,r,200.0,f,0.0,r,412.0
250.0,3,1497,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
519.0,5,749,400.0,sb,50.0,bb,100.0,f,0.0,r,250.0,f,0.0
250.0,5,2729,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,397,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
575.0,5,1,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
200.0,4,1013,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,4,309,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,2,749,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
210.0,4,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,3653,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
475.0,4,661,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
225.0,3,1805,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
650.0,5,837,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
250.0,4,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,3,1497,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,0,4093,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
287.0,5,3829,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
222.0,5,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,0,3169,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,4,177,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
287.0,5,2421,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
963.0,0,177,437.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,287.0
1650.0,1,1,1687.0,r,963.0,f,0.0,f,0.0,f,0.0,r,287.0
210.0,3,1585,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,485,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
350.0,1,6381,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
725.0,0,617,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
210.0,4,1013,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
210.0,3,1805,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,0,4929,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,1145,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
350.0,1,5369,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
300.0,0,441,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
210.0,3,529,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
440.0,4,89,360.0,sb,50.0,bb,100.0,f,0.0,r,210.0,hold,0.0
225.0,2,1145,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,3,1013,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,2025,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
210.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,2069,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,3,441,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
850.0,0,177,400.0,bb,100.0,f,0.0,r,250.0,f,0.0,f,0.0
210.0,4,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,485,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
575.0,5,661,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,f,0.0
250.0,5,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,5,2201,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,4,2465,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,1057,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,749,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
222.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,2025,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
287.0,5,3213,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
300.0,0,3961,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
750.0,1,441,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,5,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,5,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,2641,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,3,837,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
210.0,2,221,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,4,1893,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,2,1321,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,5,1937,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
900.0,0,1233,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
225.0,4,1189,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
210.0,2,1145,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,3257,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
925.0,1,177,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
250.0,2,1541,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,2,441,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
1000.0,0,1189,550.0,bb,100.0,r,200.0,f,0.0,f,0.0,c,0.0
225.0,4,1233,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
1000.0,1,837,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
250.0,5,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,5,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
925.0,1,661,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
200.0,4,309,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
700.0,1,749,350.0,f,0.0,f,0.0,f,0.0,r,200.0,f,0.0
225.0,3,1101,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
1075.0,1,2729,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
222.0,5,4929,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
1003.0,1,4401,372.0,f,0.0,f,0.0,f,0.0,f,0.0,r,222.0
225.0,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
650.0,5,309,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
225.0,5,3213,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
300.0,0,89,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
300.0,0,4533,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
222.0,5,1585,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,1805,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
775.0,1,2905,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
300.0,0,2465,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,5,4709,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,1541,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,1365,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,969,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
