Raise,Position,Hand,Pot,P1-Action,P1-Bet,P2-Action,P2-Bet,P3-Action,P3-Bet,P4-Action,P4-Bet,P5-Action,P5-Bet
300.0,0,485,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,5,2289,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,1453,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,3,177,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,2,1277,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,1277,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,5,2333,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,2,1365,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,1365,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,5,4929,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,573,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,3,925,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,441,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,2157,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,1541,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,1189,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,3,837,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,2,837,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,2861,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,353,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
675.0,1,2685,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
225.0,3,881,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
555.0,4,353,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
1470.0,0,749,1155.0,bb,100.0,f,0.0,r,225.0,r,555.0,f,0.0
225.0,2,1717,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
575.0,5,89,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,f,0.0
225.0,2,2905,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
245.0,5,4929,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
210.0,4,1761,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
990.0,1,749,570.0,c,0.0,f,0.0,f,0.0,r,210.0,f,0.0
200.0,2,133,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,4401,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,5,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,4,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,1629,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
675.0,0,89,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
225.0,2,1497,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,2861,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,749,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,5281,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,5,4357,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
800.0,0,2729,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
250.0,5,1981,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,353,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,2025,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,5,2333,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
244.0,5,705,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
588.0,0,441,394.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,244.0
1468.0,1,45,1226.0,r,588.0,f,0.0,f,0.0,f,0.0,r,244.0
225.0,3,1541,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
222.0,4,265,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,793,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
300.0,1,1937,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,4,2421,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
300.0,0,3521,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
500.0,1,397,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,3,793,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
208.0,3,837,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
255.0,1,2817,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,441,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
475.0,4,89,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
200.0,4,133,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
625.0,1,133,350.0,f,0.0,f,0.0,f,0.0,r,200.0,f,0.0
250.0,3,1189,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
1100.0,1,397,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
250.0,5,1365,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
900.0,0,969,400.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,250.0
225.0,3,1409,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
475.0,4,2421,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
300.0,0,3961,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,5,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,2245,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,5,1585,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,485,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,3,1893,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
208.0,3,45,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,2,1717,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,1,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,1321,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
350.0,1,5897,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
300.0,0,1629,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,2,881,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,1937,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,837,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
775.0,0,1321,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
200.0,4,837,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
825.0,0,265,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
200.0,2,309,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
695.0,5,837,600.0,sb,50.0,bb,100.0,f,0.0,r,225.0,c,0.0
225.0,2,353,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,4753,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,1145,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,133,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,837,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,5,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
300.0,0,1409,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
350.0,1,1937,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,5,4665,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
775.0,1,45,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
200.0,2,881,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
275.0,3,441,350.0,sb,50.0,bb,100.0,r,200.0,hold,0.0,hold,0.0
225.0,3,353,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,1,1,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,749,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,5,4093,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,2,1981,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,1673,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,925,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
600.0,5,705,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
225.0,3,617,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
825.0,1,3653,375.0,f,0.0,f,0.0,r,225.0,f,0.0,f,0.0
225.0,5,3521,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,2,925,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,2201,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,4,2025,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,3169,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
825.0,0,45,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
225.0,4,2729,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
675.0,0,89,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
400.0,1,7085,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,3,2729,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,4357,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
550.0,1,3917,400.0,f,0.0,f,0.0,f,0.0,f,0.0,r,250.0
225.0,3,1321,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
550.0,0,749,375.0,bb,100.0,f,0.0,r,225.0,f,0.0,f,0.0
225.0,3,661,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
450.0,5,221,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
225.0,2,485,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,2201,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
1025.0,0,441,600.0,bb,100.0,r,225.0,f,0.0,c,0.0,f,0.0
225.0,4,2729,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,1893,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,5,617,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
500.0,1,441,375.0,f,0.0,f,0.0,f,0.0,r,225.0,f,0.0
225.0,2,1717,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
550.0,0,1189,375.0,bb,100.0,r,225.0,f,0.0,f,0.0,f,0.0
225.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,2,1013,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,0,4313,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,5,1497,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,177,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
275.0,1,1189,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,441,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
495.0,4,529,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
880.0,5,705,1095.0,sb,50.0,bb,100.0,r,225.0,f,0.0,r,495.0
225.0,2,529,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,0,3037,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,2,661,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,5,3961,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
287.0,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,2245,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,2,397,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,3653,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,3169,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,1145,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
244.0,5,837,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,0,2905,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,3,353,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,2465,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,573,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
208.0,3,1013,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
692.0,0,177,358.0,bb,100.0,f,0.0,r,208.0,f,0.0,f,0.0
225.0,3,1145,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
495.0,5,2465,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,f,0.0
300.0,1,5105,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,4,309,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
300.0,0,89,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
600.0,1,1,450.0,r,300.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,5,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,5,4929,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
675.0,0,1145,375.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,225.0
225.0,3,1013,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,2157,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,485,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
300.0,0,177,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,89,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,2,1585,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
250.0,5,4445,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,2157,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
475.0,4,485,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
300.0,0,2641,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
222.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,2245,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
675.0,0,441,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
225.0,4,265,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,1981,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
287.0,5,441,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,485,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
250.0,5,3301,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
300.0,1,617,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
254.0,5,1,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
608.0,0,881,404.0,bb,100.0,f,0.0,f,0.0,f,0.0,r,254.0
225.0,4,529,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,881,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,0,2685,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,3,573,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
208.0,3,749,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
507.0,5,45,358.0,sb,50.0,bb,100.0,f,0.0,r,208.0,f,0.0
300.0,1,485,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,3,177,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
200.0,5,1541,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,1805,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
222.0,4,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
828.0,0,881,372.0,bb,100.0,f,0.0,f,0.0,r,222.0,f,0.0
225.0,5,3213,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,1,3609,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
300.0,0,1013,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,4,133,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
350.0,1,2201,150.0,c,0.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
200.0,2,1981,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
500.0,4,749,350.0,sb,50.0,bb,100.0,r,200.0,f,0.0,hold,0.0
250.0,5,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
244.0,5,573,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,0,837,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
200.0,2,441,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,0,837,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,3,2201,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
244.0,5,2069,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,1013,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,2,265,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,5105,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
675.0,0,749,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
225.0,2,221,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
300.0,0,2333,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,1013,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,2,1145,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,2,1717,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,1057,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
495.0,4,133,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
200.0,5,1981,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,4,1101,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
500.0,5,89,350.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,200.0
1200.0,1,45,1050.0,f,0.0,f,0.0,f,0.0,r,200.0,r,500.0
225.0,5,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
200.0,2,1805,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,4,749,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,4,1717,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
244.0,5,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
250.0,2,573,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,661,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,2,1981,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,2,749,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
475.0,3,881,375.0,sb,50.0,bb,100.0,r,225.0,hold,0.0,hold,0.0
200.0,3,705,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,1365,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
250.0,5,3389,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,617,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
225.0,3,2157,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,5,2113,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,4,2069,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
675.0,0,397,375.0,bb,100.0,f,0.0,f,0.0,r,225.0,f,0.0
200.0,0,3741,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
250.0,0,4973,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,5,485,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,2,1541,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
495.0,4,441,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
225.0,4,1805,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,793,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
210.0,4,1321,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,2,573,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
200.0,3,1189,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
225.0,4,2729,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,485,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
235.0,0,1805,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,3,2333,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
210.0,2,1233,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
815.0,4,837,360.0,sb,50.0,bb,100.0,r,210.0,f,0.0,hold,0.0
225.0,5,89,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
925.0,1,1,375.0,f,0.0,f,0.0,f,0.0,f,0.0,r,225.0
225.0,4,4401,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,3,2113,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
475.0,4,441,375.0,sb,50.0,bb,100.0,f,0.0,r,225.0,hold,0.0
200.0,4,2201,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
481.0,5,837,350.0,sb,50.0,bb,100.0,f,0.0,f,0.0,r,200.0
1194.0,0,1,1031.0,bb,100.0,f,0.0,f,0.0,r,200.0,r,481.0
200.0,2,353,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
412.0,5,1365,350.0,sb,50.0,bb,100.0,r,200.0,f,0.0,f,0.0
225.0,2,1805,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
235.0,0,1145,150.0,bb,100.0,f,0.0,f,0.0,f,0.0,f,0.0
515.0,1,3653,385.0,r,235.0,f,0.0,f,0.0,f,0.0,f,0.0
225.0,2,2157,150.0,sb,50.0,bb,100.0,hold,0.0,hold,0.0,hold,0.0
475.0,4,441,375.0,sb,50.0,bb,100.0,r,225.0,f,0.0,hold,0.0
200.0,4,837,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,hold,0.0
225.0,5,1981,150.0,sb,50.0,bb,100.0,f,0.0,f,0.0,f,0.0
225.0,3,441,150.0,sb,50.0,bb,100.0,f,0.0,hold,0.0,hold,0.0
