EQUACOES DIFERENCIAIS A,MAT015,1016
TCC: BANCOS DE DADOS AVANCADOS,DCC030,2008 DCC
FUNDAMENTOS DE ELETROMAGNETISMO,FIS069,CAD 3 - 310
EQUACOES DIFERENCIAIS B,MAT016,CAD 3 - 412
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 406
CALCULO DIFERENCIAL E INTEGRAL III,MAT002,CAD 3 - 409
EQUACOES DIFERENCIAIS A,MAT015,CAD 3 - 312
ESTATISTICA E PROBABILIDADES,EST031,CAD 3 - 309
CALCULO DIFERENCIAL E INTEGRAL II,MAT039,CAD 3 - 411
FUNDAMENTOS DE MECANICA,FIS065,CAD 3 - 212
FUNDAMENTOS DE ALGEBRA,MAT028,CAD 3 - 413
FISICA EXPERIMENTAL BASICA: ELETROMAGNETISMO,FIS153,2045 a 2048
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 313
PROGRAMACAO DE COMPUTADORES,DCC001,1024
ELEMENTOS DE FISICO-QUIMICA,QUI293,CAD 3 - 413
QUIMICA ORGANICA III,QUI059,1025
EQUACOES DIFERENCIAIS B,MAT016,CAD 3 - 211
FISICO-QUIMICA I,QUI602,2003 a 2010 - Anexo I - DQ
CALCULO DE VARIAS VARIAVEIS,MAT042,CAD 3 - 309
CALCULO DIFERENCIAL E INTEGRAL II,MAT039,CAD 3 - 411
INICIACAO A MATEMATICA,MAT046,2032
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT038,CAD 3 - 407
FUNDAMENTOS DE MECANICA,FIS065,AUD. II
ESTATISTICA E PROBABILIDADES,EST031,AUD. II
ORGANIZACAO E TRATAMENTO DA INFORMACAO,OTI071,2013 DCC
QUIMICA ORGANICA II F,QUI294,1021
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 406
INTRODUCAO A BANCO DE DADOS,DCC011,CAD 3 - 309
MATEMATICA A,MAT020,1024
FUNDAMENTOS DE OSCILACOES E ONDAS,FIS087,CAD 3 - 211
REDES DE COMPUTADORES,DCC023,CAD 3 - 407
MATEMATICA,MAT130,CAD1 - 311
TECNOLOGIA DE GESTAO DA QUALIDADE E DO MEIO AMBIENTE,QUI279,1021
TSI: ESTRUTURA DE DADOS,DCC049,2008 DCC
ARMAZENS DE DADOS,DCC189,2008 DCC
FUNDAMENTOS DE MECANICA,FIS065,2054 - FIS
CALCULO DE VARIAS VARIAVEIS,MAT042,CAD 3 - 408
ALGORITMOS E ESTRUTURAS DE DADOS II,DCC004,2008 DCC
ESTATISTICA E PROBABILIDADES,EST031,CAD 3 - 311
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT038,CAD 3 - 406
GEOMETRIA NA EDUCACAO BASICA,MAT052,1024
ESTATISTICA E PROBABILIDADES,EST031,CAD 3 - 313
CALCULO DIFERENCIAL E INTEGRAL II,MAT039,CAD 3 - 412
FUNDAMENTOS DE ELETROMAGNETISMO,FIS069,CAD 3 - 311
TSI: PROGRAMACAO PARALELA,DCC049,2015 DCC
TSI: BANCOS DE DADOS AVANCADOS,DCC049,2008 DCC
EQUACOES DIFERENCIAIS B,MAT016,CAD 3 - 211
FUNDAMENTOS DE MECANICA,FIS065,AUD. II
PROGRAMACAO E DESENVOLVIMENTO DE SOFTWARE I,DCC203,2013 DCC
FUNDAMENTOS DE MECANICA DOS FLUIDOS E TERMODINAMICA,FIS152,CAD 3 - 211
ESTATISTICA E PROBABILIDADES,EST031,CAD 3 - 311
TCC: REDES INTELIGENTES,DCC030,2013 DCC
FISICO-QUIMICA I,QUI602,CAD 3 - 212
CALCULO DIFERENCIAL E INTEGRAL III,MAT002,CAD 3 - 409
QUIMICA PARA CIENCIAS BIOLOGICAS,QUI142,1025
CALCULO DIFERENCIAL E INTEGRAL II,MAT039,CAD 3 - 411
ADMINISTRACAO DE RECURSOS HUMANOS,CAD163,CAD 3 - 213
TQC: QUIMICA E PROJETOS PARA A DESIGUALDADE SOCIAL,QUI084,1022
VARIAVEL COMPLEXA,MAT118,CAD 3 - 313
ORGANIZACAO DE COMPUTADORES I,DCC006,2015 DCC
QUIMICA ORGANICA CII,QUI189,1016
FUNDAMENTOS DA TEORIA DA RELATIVIDADE,FIS091,2010
HISTORIA DA QUIMICA A,QUI062,2030
ANALISE COMBINATORIA,MAT047,CAD 3 - 309
TRABALHO DE CONCLUSAO DE CURSO LI,QUI289,CAD 3 - 309
ESTATISTICA II,EST002,1016
QUIMICA GERAL B,QUI003,CAD 3 - 411
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 313
TCC: APRENDIZADO DE MAQUINA,DCC030,CAD 3 - 212
ALGORITMOS E ESTRUTURAS DE DADOS I,DCC003,1011
TSI: ARMAZEM DOS DADOS.,DCC049,2008 DCC
INTRODUCAO A CIENCIA DOS DADOS,DCC212,CAD1 - AUDITORIO 1A
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 407
TSI: REDES INTELIGENTES,DCC049,2013 DCC
TSI: VISAO COMPUTACIONAL,DCC049,1011
QUIMICA FUNDAMENTAL I,QUI099,CAD 3 - 210
CALCULO DIFERENCIAL E INTEGRAL III,MAT002,CAD 3 - 409
PROGRAMACAO DE COMPUTADORES,DCC001,1014
QUIMICA BIOINORGANICA,QUI241,1014
TSI: ANALISE ESTATICA,DCC049,2008 DCC
EQUACOES DIFERENCIAIS C,MAT040,CAD 3 - 407
PROGRAMACAO E DESENVOLVIMENTO DE SOFTWARE I,DCC203,CAD 3 - 213
FISICA EXPERIMENTAL BASICA: TERMODINAMICA,FIS154,2045 a 2048
TCC: COMBINATORIA ALGEBRICA,DCC030,2015 DCC
RECURSOS DIDATICOS PARA O ENSINO DE FISICA A,FIS090,2051 LAB FIS
ESTATISTICA E PROBABILIDADES,EST031,CAD 3 - 310
ESTATISTICA E PROBABILIDADES,EST031,1023
FUNDAMENTOS DE ELETROMAGNETISMO,FIS069,CAD 3 - 310
Inic. Q. Inorg. Av,QUI818,1022
QUIMICA INORGANICA F,QUI291,1019
EQUACOES DIFERENCIAIS A,MAT015,CAD 3 - 312
FUNDAMENTOS DE MECANICA DOS FLUIDOS E TERMODINAMICA,FIS152,CAD 3 - 208
FUNDAMENTOS DE ELETROMAGNETISMO,FIS069,CAD 3 - 310
FUNDAMENTOS DE MECANICA,FIS065,CAD 3 - 307
FUNDAMENTOS DE MECANICA,FIS065,AUD. II
MATEMATICA,MAT130,CAD 3 - 413
QUIMICA ORGANICA CI,QUI150,1017
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT105,2032
TSI: INTRODUCAO A ALGORITMOS APROXIMATIVOS,DCC049,2009
TFC: MECANICA FUNDAMENTAL,FIS045,1018
QUIMICA GERAL C,QUI143,CAD 3 - 312
INTRODUCAO A FISICA QUANTICA,FIS073,1017
QUIMICA GERAL B,QUI003,1014
FISICO-QUIMICA G I,QUI008,2015 DCC
INTRODUCAO A BIOESTATISTICA,EST179,1026
ASTROFISICA GALACTICA,FIS007,2009
TCC: CRIPTOGRAFIA TEORICA E PROTOCOLOS DE CONSENSO,DCC030,2014 DCC
QUIMICA GERAL B,QUI003,CAD 3 - 412
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 407
ADMINISTRACAO MERCADOLOGICA,CAD164,CAD 3 - 307
OPERACOES UNITARIAS B,QUI201,1020
CALCULO DE VARIAS VARIAVEIS,MAT042,CAD 3 - 410
TFC: CONCEITUAL II,FIS045,1018
ANALISE QUANTITATIVA,QUI055,3003 e 3005 - Anexo I - QUI
EQUACOES DIFERENCIAIS C,MAT040,CAD 3 - 410
ESTATISTICA I,EST180,1012
ANALISE I,MAT243,2032
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,2055
QUIMICA ANALITICA INSTRUMENTAL F,QUI295,2010
PROGRAMACAO E DESENVOLVIMENTO DE SOFTWARE II,DCC204,CAD 3 - 309
COMPILADORES I,DCC053,2014 DCC
ELEMENTOS DE FISICO-QUIMICA,QUI293,1023
TCC: FINANCAS QUANTITATIVAS E GERENCIAMENTO DE RISCO,DCC030,2013 DCC
INTRODUCAO A LOGICA COMPUTACIONAL,DCC638,CAD 3 - 212
TSI: FINANCAS QUANTITATIVAS E GERENCIAMENTO DE RISCO,DCC049,2013 DCC
SISTEMAS OPERACIONAIS,DCC605,2015 DCC
INTRODUCAO A ESTATISTICA,EST057,1014
QUIMICA FUNDAMENTAL II,QUI100,3001,3003,3005,3007 e 4009 - Anexo I - DQ
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT105,CAD 3 - 309
QUIMICA AMBIENTAL C,QUI215,1020
QUIMICA ORGANICA AMBIENTAL,QUI253,1026
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT038,CAD 3 - 406
LINGUAGENS DE PROGRAMACAO,DCC024,2008 DCC
INTRODUCAO A BIOESTATISTICA,EST179,CAD 3 - 313
QUIMICA ORGANICA II,QUI605,1021
PROBABILIDADE,EST032,CAD 3 - 409
PROGRAMACAO MODULAR,DCC052,AUD. II
ESTATISTICA E PROBABILIDADES,EST031,AUD. II
FUNDAMENTOS DA TEORIA DA COMPUTACAO,DCC129,1022
QUIMICA ORGANICA I,QUI261,CAD 3 - 313
QUIMICA FUNDAMENTAL II,QUI100,2009
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT038,CAD 3 - 407
FUNDAMENTOS DE MECANICA,FIS065,AUD. II
FUNDAMENTOS DE ELETROMAGNETISMO,FIS069,CAD 3 - 310
FUNDAMENTOS DE ELETROMAGNETISMO,FIS069,CAD 3 - 311
FUNDAMENTOS DE MECANICA,FIS065,AUD. II
PROBABILIDADE II,EST028,1015
TQJ: PRATICAS EM QUIMICAS DOS ALIMENTOS,QUI091,1012
QUIMICA ORGANICA I F,QUI207,1015
TOPICOS ESPECIAIS EM ATUARIA - INTRODUCAO A MATEMATICA FINANCEIRA USANDO R,EST053,1017
FUNDAMENTOS DE QUIMICA PARA ENGENHARIA,QUI259,CAD 3 - 309
FUNDAMENTOS DE MECANICA,FIS065,AUD. II
CALCULO DE VARIAS VARIAVEIS,MAT042,CAD 3 - 408
TEORIA ECONOMICA,ECN013,1011
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT038,CAD 3 - 408
QUIMICA GERAL F,QUI203,1014
PROGRAMACAO E DESENVOLVIMENTO DE SOFTWARE II,DCC204,CAD 3 - 309
CALCULO DIFERENCIAL E INTEGRAL III,MAT002,CAD 3 - 409
FUNDAMENTOS DA ANALISE,MAT223,2032
EQUACOES DIFERENCIAIS B,MAT016,CAD 3 - 412
QUIMICA INORGANICA CIII,QUI223,CAD 3 - 411
METODOS DA FISICA TEORICA A,FIS118,1017
SEMINARIOS: FISICA E SOCIEDADE,FIS615,4117 FIS
QUIMICA GERAL F,QUI203,CAD 3 - 412
GEOMETRIA ANALITICA E ALGEBRA LINEAR,MAT038,CAD 3 - 406
ANALISE INSTRUMENTAL A,QUI221,1011
FUNDAMENTOS DE MECANICA DOS FLUIDOS E TERMODINAMICA,FIS152,CAD 3 - 413
RECURSOS DIDATICOS PARA O ENSINO DE FISICA B,FIS095,2051 LAB FIS
TSI: PROGRAMACAO E DESENVOLVIMENTO DE SOFTWARE I,DCC049,CAD 3 - 212
QUIMICA AMBIENTAL C,QUI215,1020
TSI: PROGRAMACAO COMPETITIVA,DCC049,CAD 3 - 211
CALCULO DIFERENCIAL E INTEGRAL I,MAT001,CAD 3 - 406
QUIMICA GERAL F,QUI203,1023
CALCULO DIFERENCIAL E INTEGRAL II,MAT039,CAD 3 - 412
INTRODUCAO A BIOQUIMICA,QUI035,2009
TCC: ANALISE ESTATICA,DCC030,2008 DCC
INICIACAO A MATEMATICA,MAT046,2032
TSI: INTRODUCAO A COMPUTACAO VISUAL,DCC049,2015 DCC
CINETICA QUIMICA,QUI198,1026
TCC: PROJETOS INOVACAO E PROTOTIPAGEM,DCC030,2014 DCC
ALGEBRA LINEAR COMPUTACIONAL,DCC639,CAD1 - AUDITORIO 1A
