-18.48	-47.4
-19.16	-45.44
-20.3	-42.47
-20.36	-43.14
-19.07	-42.54
-17.99	-42.38
-20.05	-48.1
-20.94	-45.39
-17.08	-40.93
-15.74	-41.46
-19.49	-41.06
-21.97	-44.6
-22.17	-44.64
-22.2	-46.61
-21.88	-42.7
-21.42	-45.94
-21.14	-43.77
-16.18	-40.69
-18.97	-41.97
-20.86	-46.38
-21.24	-46.14
-20.52	-41.89
-20.42	-41.96
-21.02	-43.41
-19.41	-41.72
-20.1	-43.04
-18.73	-43.36
-20.5	-42.8
-22.06	-46.56
-21.74	-44.3
-17.6	-42.16
-21.31	-43.74
-19.65	-42.87
-21.01	-42.1
-19.19	-44.24
-21.34	-43.37
-16.85	-42.07
-18.64	-48.18
-21.91	-44.25
-20.66	-42.52
-18.43	-49.18
-19.03	-46.15
-19.94	-45.16
-19.59	-46.94
-21.36	-46.94
-20.28	-45.53
-21.35	-46.14
-21.61	-42.83
-17.86	-42.55
-15.91	-46.1
-21.31	-42.86
-18.04	-41.11
-18.1	-44.26
-21.95	-44.89
-19.28	-43.95
-20	-45.97
-15.88	-40.55
-21.72	-46.38
-19.94	-43.48
-21.24	-42.23
-21.22	-43.77
-20.28	-43.04
-21.18	-43.97
-19.83	-43.09
-21.94	-43.41
-19.81	-43.95
-19.22	-42.48
-20.4	-44.02
-16.95	-42.46
-15.61	-41.74
-17.06	-40.57
-19.96	-44.19
-21.6	-43.75
-21.72	-43.05
-18.78	-45.5
-21.09	-45.56
-22.16	-44.39
-17.1	-43.81
-19.73	-45.25
-21.94	-44.19
-21.01	-46.52
-19.7	-43.47
-19.82	-42.31
-22.47	-46.14
-21.03	-44.75
-20.32	-44.23
-16.56	-45.99
-15.32	-44.75
-22.27	-46.16
-21.63	-46.39
-16.87	-43.01
-20.92	-43.24
-17.01	-46
-16.2	-44.42
-22.47	-45.6
-19.05	-42.71
-20.14	-44.2
-22.44	-46.35
-17.87	-44.18
-19.42	-42.24
-15.61	-46.42
-17.35	-44.96
-16.03	-47.09
-21.47	-46.39
-19.52	-44.45
-22.35	-45.77
-15.96	-41.49
-18.51	-49.5
-19.29	-44.41
-19.88	-43.67
-20.69	-41.92
-20.79	-42.79
-21.92	-46.38
-20.62	-45.15
-22.75	-46.14
-22.61	-46.05
-21.85	-45.29
-18.23	-41.74
-21.83	-45.4
-21.71	-46.24
-19.53	-49.48
-16.5	-44.81
-20.89	-45.27
-21.1	-45.83
-19.76	-48.57
-19.69	-46.17
-21.23	-45.75
-21.02	-45.18
-20.68	-42.62
-18.72	-49.2
-20.76	-45.27
-18.52	-42.62
-20.43	-41.86
-20.92	-43.61
-17.69	-42.51
-20.61	-47.05
-19.54	-44.11
-18.68	-49.57
-19.06	-41.85
-16.32	-43.71
-20.61	-46.05
-20.17	-42.27
-17.18	-41.69
-20.87	-43.73
-20.95	-43.8
-20.73	-42.02
-19.79	-42.13
-17.52	-43.01
-22.04	-45.69
-17.7	-40.76
-19.08	-43.14
-21.46	-45.22
-20.55	-44.87
-22.12	-45.12
-20.18	-44.77
-19	-46.31
-20.97	-46.11
-20.54	-44.63
-19.69	-50.68
-21.48	-44.64
-21.77	-45.84
-22	-44.46
-20.79	-43.93
-18.57	-47.87
-20.58	-46.92
-21.38	-42.69
-20.07	-43.4
-20.69	-43.49
-17.31	-41.51
-15.35	-42.96
-21.97	-44.93
-19.14	-45.71
-18.76	-41.3
-18.58	-49.19
-21.67	-43.22
-20.04	-41.68
-17.08	-42.53
-15.3	-45.61
-22	-43.05
-20.9	-43.36
-20.39	-47.26
-17.08	-44.2
-20.44	-44.76
-20.85	-42.8
-18.23	-42.84
-19.69	-49.08
-16.29	-41.79
-21.09	-46.2
-21.12	-44.47
-19.91	-48.38
-22.16	-45.45
-19.92	-41.69
-19.03	-43.42
-19.75	-44.89
-21.88	-45.08
-22.41	-45.79
-15.29	-44.41
-19.63	-43.98
-22.15	-46.03
-20.5	-43.85
-18.8	-43.68
-19.93	-47.54
-20.66	-43.78
-19.17	-41.47
-22.55	-45.92
-19.93	-44.05
-21.18	-45.44
-16.68	-44.36
-19.12	-44.32
-21.79	-45.7
-18.38	-44.45
-18.62	-42.28
-18.47	-47.2
-19.51	-42.62
-16.61	-42.18
-21.58	-43.26
-21.02	-44.22
-19.82	-45.9
-22.63	-46.02
-20.44	-45.55
-19.83	-42.39
-18.07	-43.47
-17.23	-40.91
-20.87	-45.51
-16.8	-42.86
-20.83	-43.8
-22.21	-45.26
-20.38	-44.33
-18.94	-46.67
-21.83	-44.8
-18.96	-41.09
-15.93	-41.84
-18.75	-44.43
-18.44	-43.65
-22.5	-45.28
-20.34	-46.85
-19.97	-47.77
-21.46	-42.96
-20.66	-44.33
-21.14	-43.51
-18.24	-43.6
-20.48	-43.19
-19.84	-42.77
-20.99	-43
-20.61	-42.14
-18.77	-41.48
-18.8	-42.59
-20.13	-44.88
-15.72	-41.34
-21.51	-46.19
-15.72	-41
-16.65	-46.27
-19.37	-42.1
-18.96	-43.25
-20.16	-42.96
-22.25	-45.16
-21.31	-42.81
-21.1	-44.02
-19.05	-42.92
-19.46	-45.6
-20.97	-43.18
-20.28	-45.9
-18.43	-47.6
-20.2	-41.79
-21.61	-45.56
-19.21	-42.04
-17.28	-43.95
-19.62	-42.23
-20.67	-44.06
-20.84	-42.65
-19.76	-44.31
-20.65	-41.9
-14.92	-42.81
-22.04	-45.95
-22.46	-46.01
-21.74	-42.46
-19.52	-45.78
-18.74	-47.69
-21.09	-42.18
-21.55	-43.51
-22.85	-46.31
-21.4	-45.82
-20.8	-42.03
-18.07	-43.24
-16.63	-40.76
-18.75	-44.89
-19.15	-42.08
-19.23	-43.02
-20.72	-42.27
-19.88	-44.43
-20.46	-45.42
-14.94	-46.23
-20.84	-46.71
-19.56	-44.44
-16.99	-42.35
-17.31	-44.23
-16.47	-43.48
-17.96	-42
-18.06	-41.42
-18.54	-41.92
-18.16	-42.76
-20.26	-49.19
-16.89	-40.92
-16.13	-42.53
-20.02	-48.94
-19.36	-44.05
-18.99	-41.53
-15.08	-43.12
-16.85	-43.69
-18.98	-41.22
-21.53	-43.2
-22.65	-45.85
-18.82	-42.47
-18.45	-43.74
-18.85	-41.94
-16.55	-42.89
-18.49	-47.72
-18.77	-42.93
-20.76	-45.91
-20.57	-43
-17.01	-43.67
-21.29	-46.8
-21.35	-43.04
-21.73	-43.03
-17.77	-47.09
-21.3	-46.71
-21.15	-42.79
-18.84	-46.79
-21	-42.71
-19.21	-49.78
-22.06	-45.54
-19.43	-42.21
-21.43	-43.96
-19.47	-46.53
-16.86	-44.91
-15.66	-44.16
-20.46	-47.12
-20.02	-44.05
-22.06	-46.44
-21.15	-44.74
-16.21	-44.9
-20.07	-44.3
-19.95	-44.7
-20.17	-45.71
-21.17	-44.92
-20.93	-45.83
-19.59	-41.97
-22.31	-46.32
-15.49	-42.19
-19.03	-47.91
-21.4	-44.91
-19.54	-42.12
-19.49	-44.39
-18.72	-44.36
-19.41	-42.41
-19.8	-41.71
-19.46	-42.53
-18.69	-49.94
-22.09	-46.19
-18.98	-47.46
-19.61	-43.22
-18.56	-41.23
-20.25	-43.8
-17.06	-43.3
-15.1	-44.09
-20.39	-44.48
-17.4	-41.66
-22.42	-45.45
-17.85	-42.85
-21.41	-42.81
-18.03	-41.68
-19.41	-43.32
-21.07	-47.04
-22.28	-44.87
-22.29	-44.93
-19.17	-41.86
-16.56	-41.5
-19.9	-49.38
-20.47	-45.12
-22.76	-46.22
-20.19	-44.42
-20.73	-46.75
-20.07	-44.57
-20.67	-43.61
-16.61	-41.76
-19.39	-41.17
-18.96	-49.46
-21.31	-44.87
-19.72	-50.19
-21.29	-44.65
-19.51	-43.74
-16.14	-40.29
-21.01	-46.74
-22.28	-46.61
-19.64	-42.75
-15.33	-43.67
-18.46	-41.8
-15.8	-43.3
-15.48	-44.36
-20.14	-45.5
-15.99	-44.27
-20.53	-43.98
-17.08	-42.25
-20.45	-42.66
-17.23	-44.44
-19.23	-44.02
-16.43	-41
-21.99	-45.29
-16.65	-41.03
-19.17	-42.67
-19.81	-43.17
-17.74	-46.17
-17.75	-44.17
-15.9	-40.17
-16.9	-42.6
-18.21	-42.49
-16.54	-42.51
-19.95	-44.34
-21.76	-43.35
-16.84	-43.58
-21.25	-46.57
-14.26	-44.16
-17.63	-41.73
-18.17	-46.8
-20.02	-45.54
-16.98	-44.58
-20.91	-44.07
-18.77	-46.4
-17.83	-46.51
-19.62	-43.89
-20.15	-41.62
-21.97	-45.35
-20.79	-43.47
-21.37	-42.47
-17.88	-44.57
-21.24	-45
-19.71	-45.02
-17.08	-42.69
-21.53	-42.64
-22.02	-44.32
-21.84	-43.79
-19.55	-50.58
-15.9	-44.3
-20.44	-42.1
-16.11	-44.58
-21.51	-44.9
-19.8	-45.68
-17.07	-40.71
-21.67	-45.92
-21.48	-44.33
-17.84	-42.07
-15.05	-42.94
-14.75	-43.93
-20.25	-42.03
-20.35	-41.95
-18.78	-40.98
-21.86	-43.01
-19.51	-44.67
-22.3	-45.37
-20.37	-43.41
-18.5	-42.08
-20.05	-44.18
-21.69	-42.95
-19.71	-42.73
-22.44	-45.16
-19.33	-45.23
-20.25	-41.87
-15.68	-40.74
-18.47	-43.06
-19.98	-44.42
-18.59	-41.9
-21.86	-43.31
-14.85	-43.92
-20.28	-42.34
-15.39	-42.86
-19.55	-44.08
-19.22	-45.96
-19.99	-46.22
-16.22	-41.47
-18.66	-41.4
-21.19	-43.34
-19.22	-42.6
-17.21	-42.59
-21.68	-44.6
-16.26	-44.16
-20.89	-42.34
-21.19	-42.61
-14.74	-44.4
-20.33	-44.05
-19.84	-45.41
-18.32	-44.11
-21.75	-45.54
-14.42	-44.36
-18.87	-48.88
-15.15	-42.87
-21.32	-46.36
-18.72	-47.49
-16.86	-41.25
-21.19	-46.98
-22.43	-46.57
-16.73	-43.86
-15.17	-42.49
-18.6	-45.35
-18.54	-44.6
-19.21	-43.37
-22.61	-46.36
-21.13	-42.36
-19.8	-41.43
-21.37	-46.52
-18.45	-42.24
-17.83	-40.35
-19.23	-42.32
-16.5	-46.49
-22.12	-45.51
-21.21	-44.61
-21.23	-45.23
-15.32	-41.75
-18.47	-41.01
-19.75	-43.03
-19.98	-43.84
-18.43	-41.5
-19.13	-47.68
-15.8	-43.3
-21.12	-46.42
-19.87	-44.98
-19.69	-43.58
-17.46	-41.87
-17.41	-41.21
-16.01	-42.4
-21.86	-43.93
-17.39	-43.57
-22.06	-45.26
-20.69	-44.82
-21.33	-43.45
-19.73	-44.8
-20.43	-42.8
-20.5	-42.21
-20.52	-43.69
-22.28	-46.36
-20.28	-43.5
-18.07	-41.27
-16.36	-42.51
-17.07	-41.52
-15.51	-43.06
-18.9	-45.53
-20.37	-45.66
-21.28	-43.41
-21.37	-42.31
-16.73	-40.42
-19.44	-44.74
-19.86	-44.6
-17.22	-46.87
-21.54	-45.73
-22.55	-45.78
-19.27	-44.4
-22.39	-44.96
-20.65	-44.49
-22.2	-44.23
-19.35	-43.13
-20.71	-46.61
-16.07	-44.08
-18.57	-46.51
-18.94	-46.99
-21.15	-42.21
-20.87	-42.98
-18.42	-42.86
-17.42	-40.99
-18.54	-42.55
-16	-41.29
-20.52	-42.33
-20.59	-42.71
-20.25	-45.2
-20.83	-42.15
-22.24	-45.46
-15.6	-44.39
-19.22	-47.46
-19.61	-44.04
-21.7	-43.74
-21.83	-43.12
-19.63	-44.65
-19.95	-45.08
-19.35	-47.29
-21.09	-45.09
-19.15	-42.23
-18.35	-41.59
-21.5	-43.32
-19.75	-42.07
-20.24	-42.73
-21.46	-44.19
-20.47	-44.22
-20.48	-45.79
-19.72	-42.4
-16.05	-45.15
-20.5	-44.48
-19.9	-48.7
-20.68	-43.3
-22.52	-45.49
-22.4	-45.53
-21.65	-42.34
